,Unnamed: 0,술 이름,텍스트 내용,output,output2
120,120,대잎 품은 막걸리,"3번 빚고 90일을 기다린 12도 프리미엄 막걸리

아스파탐 무첨가
막걸리의 단맛을 내는 인공감미료(아스파탐)을 쓰지 않습니다.

3번 빚은
우리 쌀, 전통누룩, 대잎, 물로만 3번을 빚습니다

90일 숙성
자연에 맡긴 90일간 맛과 향의 깊이가 더해갑니다

대잎 첨가
대나무 잎에는 플라보노이드 성분이 많이 함유되어 있어 항산화, 항노화 및 향군 활성 작용을 합니다.",,"[('막걸리', 2), ('아스파탐', 2), ('12', 1), ('프리미엄', 1), ('단맛', 1), ('인공', 1), ('감미료', 1), ('누룩', 1), ('숙성', 1), ('대나무', 1), ('라보', 1), ('노', 1), ('이드', 1), ('항산', 1), ('노화', 1)]"
121,121,문배술23,"23/25도 문배술은 씬스딜러시럼 맛깔LI게 주인을
뒷받침해주는 조인이다. 알콜 도수가 상대적으로
낮아 문배술 40과 같은 단맛은 두드러지지 않는다.
과실보다는 꽃에 가깝게 은은하며 수수의 담백하고
구수한 향이 느끼시지만 지배적이지는 않다.
23/25도 문배술는 어울릴 수 있는 음식의 폭이 넓다.
중식보다 향이 덜한 일식도 좋은 선택지다.
담백한 흰살 생선류는 기본, 기름기가 도는 방이나
참치 뱃살, 그리고 미네랄 풍미가 도는 굴, 새조개,
홍어도 문배술과 잘 어울린다.
젓갈을 많이 쓰는 남도 음식과도 궁합이 좋다.
향이 맑다보니 철분기가 느끼지는 소고기보다는
곡물 뉘양스의 단맛이 도는 돼지고기가 더 맞다.",,"[('문배술', 4), ('25', 2), ('단맛', 2), ('담백', 2), ('좋', 2), ('맛깔', 1), ('LI', 1), ('조인', 1), ('낮', 1), ('같', 1), ('과실', 1), ('가깝', 1), ('은은', 1), ('수수', 1), ('구수', 1), ('넓', 1), ('중식', 1), ('덜하', 1), ('일식', 1), ('희', 1), ('조개', 1), ('홍어', 1), ('젓갈', 1), ('남', 1), ('궁합', 1), ('맑', 1), ('분기', 1), ('곡물', 1), ('돼지고기', 1)]"
122,122,N와인 샤인,"2022년 12월 22일 농촌산업발전에 이바지하여 대통령 표창을 받았습니다. 더욱 노력하라는 용원을 받아 2023년 새로이 큰애가
사지은 사인머스켓으로 만드는 N와인 사인을 판매 시작했습니다.",,"[('12월 22일', 1), ('농촌', 1), ('산업', 1), ('발전', 1), ('표창', 1), ('사지', 1), ('와인', 1)]"
123,123,십칠주,"17주 동안 발효, 숙성하여 빚은 탁주
삼양주로 높은 알코올 도수에 비해 부드러운 목넘김
가양주 고유의 맛과 풍미를 느낄 수 있는 술",,"[('발효', 1), ('양주로', 1), ('높', 1), ('알코올', 1), ('부드럽', 1), ('고유', 1)]"
124,124,한산소곡주,"1500년의 역사, 백제의 향기가 담긴 명주
고려 말 목은 이색선생의 고향 한산에서 빚어온 1500년의 명주
한산소곡주입니다. 백제황실의 전통을 간직한 한산소곡주는
찹쌀과 누룩을 주원료로 100일간 저온 발효된 전통주로 술맛이
좋아 자기도 모르는 사이에 취기가 극에 이르러 자리에서
일어나지 못하였다하여 '앉은뱅이 술'이란 별칭도 가지고 있습니다.

한산소곡주는 고문서에 등장하는 우리술 중 가장 오래된 것으로
조선시대 문현에서도 삼해주, 과하주와 함께 가장 많이 거론되는
술입니다. 백제 열망 당시 백제 유민들이 나라 잃은 한을 달래기 위해
한산 건지산 주류성에서 하얀소복을 입고 빚었다 하여 소곡주라 불리게
되었다고 합니다.",,"[('백제', 4), ('한산소곡주', 3), ('1500년', 2), ('명주', 2), ('한산', 2), ('고려', 1), ('이색', 1), ('선생', 1), ('찹쌀', 1), ('누룩', 1), ('전통주', 1), ('좋', 1), ('취기', 1), ('이란', 1), ('조선', 1), ('시대', 1), ('문', 1), ('현', 1), ('삼해주', 1), ('열망', 1), ('유민', 1), ('건지산', 1), ('주류성', 1), ('하얗', 1), ('소복', 1), ('소곡', 1)]"
125,125,홀리엠,"12%로 희석해 가볍게 즐기는 달콤하고 시원한 오미자 하이볼

파티를 즐71고 탄산을 사랑하는 분들에게 꼭 필요한 하이볼 원액
향과 당도가 탁월한 빨갛고 건강한 오미자만 사용하여
더욱 깊은 맛을 내는 하01볼 리큐르 홀리엠은
오미자의 향기와 달콤한 맛이 매력적인 리큐르입니다.",,"[('오미자', 3), ('달콤', 2), ('하이', 2), ('리', 2), ('가볍', 1), ('시원', 1), ('탄산', 1), ('탁월', 1), ('빨갛', 1), ('깊', 1)]"
126,126,귤로만,"100% 제주산 감글로 만든
전통 발호주 글로만!
쌀이나 보리 같은 곡물이 혼합된| 술이 아니라
감귤 본연이 재료 성분을 그대로 살려
1000% 제주산 감귤 과즙 및 원액만을 발효시켜 빚은 술로
재료 고유의 성분을 최대한 발휘하기 위해 침전 방식으로 술을 빚었습니다.

청정 제주의 부은 불과 신선한 aæ,
효모가 빚어낸 제주 특산 간프술
새콤, 달리 짬짜름한 세가지 맛이 느刀4지는
맛을 한층 더 업그레이드 시켰습니다!

귤로만은 과실주라 어[더한 음식하고도
살 어울리지만 상큼한 맛이 있어
기름지권 느끼한 음식하고도 잘 어울립니다.
귤로만의 새콤. 달리 쌉짜름한 세가지 맛을 더 잘 느끼사려면
시원하게 드시는것을 추전드리며
3~4자례 나눠서 음미 하시면 그맛을 더욱 느끼 실 수 있습니다.",,"[('로만', 3), ('주산', 2), ('재료', 2), ('제주', 2), ('느끼', 2), ('호주', 1), ('보리', 1), ('같', 1), ('곡물', 1), ('고유', 1), ('침전', 1), ('청정', 1), ('신선', 1), ('효모', 1), ('업그레이드', 1), ('과실주', 1), ('상큼', 1), ('기름', 1), ('지권', 1), ('시원', 1)]"
127,127,백화수복,"<오래 살면서 복을 누리라>는 뜻을 지닌 대한민국 대표 제례주
모든 세대가 함께 즐길 수 있는 우리 술",,"[('오래', 1), ('대한민국', 1), ('주', 1)]"
128,128,옥주 옥수수 막걸리,"#진짜 #옥수수 #아이스크림
옥수수 막걸리?
100% 우리찹쌀과 옥수수의 만남
옥수 주조만의 기술로
옥수수 본연의 맛을 살렸습니다.
진정한 옥수수 탁주를 소개합니다.

2nd OKJU
기존의 틀을 깨트려
새로운 도전을 시작합니다.",,"[('옥수수', 5), ('아이스크림', 1), ('막걸리', 1), ('우리', 1), ('찹쌀', 1), ('만남', 1), ('옥수', 1), ('주조', 1), ('진정', 1), ('새롭', 1)]"
129,129,옥주 새콤 찹쌀 막걸리,"#요구르트 #자두풍미 #새콤

새콤 찹쌀 막걸리?
100% 우리 찹쌀로 빚은 생 막걸리
옥수 주조만의 기술로 인공 감미료 없이
요구르트처럼 부담되지 않는 새콤달콤한 맛을 살렸습니다.

3rd OKJU
부담되지 않도록
익숙한 맛을 구현합니다.",,"[('요구르트', 2), ('찹쌀', 2), ('막걸리', 2), ('자두', 1), ('옥수', 1), ('주조', 1), ('인공', 1), ('감미료', 1), ('익숙', 1)]"
130,130,원기옥,"#옥주프리미엄 #곡물향 #원기옥

우리는 쌀에서 기운을 얻었다.
찹쌀 100% 옥주의 원기를 담았습니다
쌀 향과 맛 기운이 가득 담긴
고급 탁주 '원기옥'을 소개합니다

4th OKJU
막걸리를 마셨는데
왜 인지 기운이 넘친다.",,"[('옥', 4), ('원기', 3), ('주', 1), ('프리미엄', 1), ('곡물', 1), ('찹쌀', 1), ('주의', 1), ('막걸리', 1), ('인지', 1)]"
131,131,옥주 찹쌀 막걸리,"#부드러운 #참외풍미 #달콤

찹쌀 막걸리?
100% 우리 찹쌀로 빚은 생 막걸리
옥수 주조만의 기술로 인공 감미료 없이 찹쌀 본연의 단맛을 담았습니다.
부드러운 목 넘김을 선사합니다.

1st OKJU
친밀한 관계를 맺기 위한
첫 시작의 설렘을 기념합니다.",,"[('찹쌀', 3), ('부드럽', 2), ('막걸리', 2), ('참외', 1), ('달콤', 1), ('옥수', 1), ('주조', 1), ('인공', 1), ('감미료', 1), ('단맛', 1)]"
132,132,회곡 안동소주 22,"* '회곡안동소주'는 100% 우리 쌀과 전통 누룩으로 빚은 술을 증류한 고도주로서 뒷맛이 깔끔한 전통적인 증류식 소주입니다.
* 특히, '회곡안동소주'는 누룩의 향이 강하지 않고 부드럽고 묵직한 목 넘김으로 젊은 애주가들의 입맛에 맞는 전통주입니다.",,"[('안동소주', 2), ('누룩', 2), ('증류', 2), ('한', 1), ('고도', 1), ('주', 1), ('깔끔', 1), ('강하', 1), ('부드럽', 1), ('묵직', 1), ('젊', 1), ('전통주', 1)]"
133,133,회곡 안동소주 32,"* '회곡안동소주'는 100% 우리 쌀과 전통 누룩으로 빚은 술을 증류한 고도주로서 뒷맛이 깔끔한 전통적인 증류식 소주입니다.
* 특히, '회곡안동소주'는 누룩의 향이 강하지 않고 부드럽고 묵직한 목 넘김으로 젊은 애주가들의 입맛에 맞는 전통주입니다.",,"[('안동소주', 2), ('누룩', 2), ('증류', 2), ('한', 1), ('고도', 1), ('주', 1), ('깔끔', 1), ('강하', 1), ('부드럽', 1), ('묵직', 1), ('젊', 1), ('전통주', 1)]"
134,134,회곡 안동소주 42,"* '회곡안동소주'는 100% 우리 쌀과 전통 누룩으로 빚은 술을 증류한 고도주로서 뒷맛이 깔끔한 전통적인 증류식 소주입니다.
* 특히, '회곡안동소주'는 누룩의 향이 강하지 않고 부드럽고 묵직한 목 넘김으로 젊은 애주가들의 입맛에 맞는 전통주입니다.",,"[('안동소주', 2), ('누룩', 2), ('증류', 2), ('한', 1), ('고도', 1), ('주', 1), ('깔끔', 1), ('강하', 1), ('부드럽', 1), ('묵직', 1), ('젊', 1), ('전통주', 1)]"
135,135,회곡 생막걸리,"* '회곡생막걸리'는 100% 쌀로만 제조하며, 6도의 저도주로서 달지 않고 편하게 드실 수 있습니다.
* 저온에서 완전히 숙성하여 숙취나 트림이 없는 것이 장점입니다.
* 3대의 전통을 이어온 100년 고유의 맛을 유지하여 옛 맛 그대로를 느낄 수 있습니다.",,"[('막걸리', 1), ('도의', 1), ('저도', 1), ('주', 1), ('편하', 1), ('온', 1), ('숙취', 1), ('트림', 1), ('없', 1), ('고유', 1)]"
136,136,회곡 생동동주,"* '회곡생동동주'는 100% 쌀로만 제조하며, 6도의 저도주로서 달지 않고 편하게 드실 수 있습니다.
* 저온에서 완전히 숙성하여 숙취나 트림이 없는 것이 장점입니다.
* 3대의 전통을 이어온 100년 고유의 맛을 유지하여 옛 맛 그대로를 느낄 수 있습니다.",,"[('동동주', 1), ('도의', 1), ('저도', 1), ('주', 1), ('편하', 1), ('온', 1), ('숙취', 1), ('트림', 1), ('없', 1), ('고유', 1)]"
137,137,안동 국화주 22,"* '안동국화주'는 '회곡안동소주'에 안동 국화꽃을 침출하여 향긋한 국화 향이 돋보이는 전통주 입니다.
* 증류식 소주 특유의 맛을 잃지 않으면서 은은한 국화의 향과 성분이 녹아들어 부드럽고 산뜻한 목넘김을 전해줍니다.
* '안동국화주'를 통해 새로운 전통주의 참맛을 느낄 수 있습니다.",,"[('국화', 4), ('안동', 3), ('주', 2), ('안동소주', 1), ('향긋', 1), ('전통주', 1), ('증류', 1), ('소주', 1), ('은은', 1), ('부드럽', 1), ('산뜻', 1), ('새롭', 1), ('전통주의', 1)]"
138,138,안동 국화주 32,"* '안동국화주'는 '회곡안동소주'에 안동 국화꽃을 침출하여 향긋한 국화 향이 돋보이는 전통주 입니다.
* 증류식 소주 특유의 맛을 잃지 않으면서 은은한 국화의 향과 성분이 녹아들어 부드럽고 산뜻한 목넘김을 전해줍니다.
* '안동국화주'를 통해 새로운 전통주의 참맛을 느낄 수 있습니다.",,"[('국화', 4), ('안동', 3), ('주', 2), ('안동소주', 1), ('향긋', 1), ('전통주', 1), ('증류', 1), ('소주', 1), ('은은', 1), ('부드럽', 1), ('산뜻', 1), ('새롭', 1), ('전통주의', 1)]"
139,139,안동 국화주 42,"* '안동국화주'는 '회곡안동소주'에 안동 국화꽃을 침출하여 향긋한 국화 향이 돋보이는 전통주 입니다.
* 증류식 소주 특유의 맛을 잃지 않으면서 은은한 국화의 향과 성분이 녹아들어 부드럽고 산뜻한 목넘김을 전해줍니다.
* '안동국화주'를 통해 새로운 전통주의 참맛을 느낄 수 있습니다.",,"[('국화', 4), ('안동', 3), ('주', 2), ('안동소주', 1), ('향긋', 1), ('전통주', 1), ('증류', 1), ('소주', 1), ('은은', 1), ('부드럽', 1), ('산뜻', 1), ('새롭', 1), ('전통주의', 1)]"
140,140,청명주 14.5%,"""청명(淸明)은 24절기의 하나로 동지 후 105일 째,
춘분에서 15일 째,
음력 3월이며 양력으로는 4월 5일 또는 6일 무렵에 해당한다.
청명주는 청명절(淸明節)에 담그는 술이다.
大주(春酒)라고도 한다.

청명주는
인공감미료가 전혀 없이
100% 국내산 찹쌀과
누룩만을 사용하여
전통방식으로 빚습니다.

청명주는 저온에서
오랜 기간 발효 숙성시켜
과일향이 풍부하고
산미가 좋으며 숙취가
없는 것이 특징입니다.

청명주는 차갑게 드시면
더욱 향긋한 맛을
느낄 수 있습니다.
식전주, 담백한 해산물
요리, 봉골레파스타,
알리오올리오 파스타 등
다양한 음식과
페어링 하기 좋습니다.""",,"[('청명', 5), ('주', 5), ('좋', 2), ('파스타', 2), ('절기', 1), ('하나로', 1), ('동지', 1), ('춘분', 1), ('음력 3월', 1), ('양력', 1), ('4월 5일', 1), ('청', 1), ('명절', 1), ('인공', 1), ('감미료', 1), ('찹쌀', 1), ('누룩', 1), ('온', 1), ('발효', 1), ('풍부', 1), ('숙취', 1), ('없', 1), ('차갑', 1), ('향긋', 1), ('전주', 1), ('담백', 1), ('해산물', 1), ('요리', 1), ('봉고', 1), ('레', 1), ('리오', 1), ('다양', 1), ('페어', 1)]"
141,141,느린마을 막걸리,"“어떻게 하면 제대로 된 막걸리를
가장 신선하게 제공할 수 있을까?”
느린마을막걸리는 이런 당연한 고민에서 시작되었습니다.
막걸리라고 이름붙었다고 해서 다 같은 막걸리가 아닙니다.
'막걸리'는 지금 막, 걸러내어 신선하다는 의미도 담겨있기 때문입니다.

느린마을 막걸리는 장기보관을 위해서, 또는 단맛을 높이거나 원가를 줄이기 위해서 대충 빚어 만드는,
그런 막걸리가 아닙니다.

느린마을 막걸리는 일체의 인공감미료 없이, 엄선된 원료와 최적의 발효과정을 거쳐 빚어낸 프리미엄 수제 생 막걸리 입니다.

배상면주가의 오랜 연구개발과 제조 노하우로 빚어낸 부드러운 단맛과 목넘김, 효모가 만들어내는 풍성한 과실향과 산미가 잘 조화되어 있습니다.

또한 계절이 변하듯 시간의 흐름에 따라, 살아있는 효모가 만들어내는 다채로운 맛의 사계를 느낄 수 있습니다.

그렇기 때문에, 느린마을막걸리는 맛을 아시는 분들이 꾸준히 다시 찾아주시고 주변에 권해주시는, 입소문 제대로 난 막걸리입니다.

시간이 지남에 따라 다양한 맛을 선사하는
느린마을 막걸리의 4계절
봄 (1~4일차)
신선, 달콤, 가벼운 탄산감
여름 (5~10일차)
상큼하고 경쾌한 풍부한 탄산미
가을 (11~16일차)
잘익은, 담백, 부드러운 신맛
겨울 (17일차 부터)
알싸하고 완숙한 술꾼들의 막걸리",,"[('막걸리', 13), ('느리', 5), ('마을', 5), ('신선', 3), ('단맛', 2), ('부드럽', 2), ('효모', 2), ('탄산', 2), ('어떻', 1), ('당연', 1), ('라고', 1), ('같', 1), ('인공', 1), ('감미료', 1), ('발효', 1), ('프리미엄', 1), ('배상면', 1), ('주가', 1), ('연구개발', 1), ('노하우', 1), ('풍성', 1), ('과실', 1), ('다채', 1), ('사계', 1), ('그렇', 1), ('아시', 1), ('해주시', 1), ('소문', 1), ('다양', 1), ('계절', 1), ('달콤', 1), ('가볍', 1), ('상큼', 1), ('경쾌', 1), ('풍부', 1), ('미', 1), ('담백', 1)]"
142,142,려 40,"“ 좋은 지역 재료만의 개성과
우리술에 대한 전통성을 조화롭게 담아
다양한 술 문화를 만들어 갑니다.""
좋은 증류수는 원재료의 특성을 살 담고,
지역과 기술에 기반한 차별성과 다양한 맛의 개성을 지녀야 합니다.
증류소주 려儷=
기존 쌀소주 중심의 증류소주와 달리
지역 특성이 살 드러나는 재료를 사용해 좋은 제법, 여주 자연 속에서의 숙성으로
증류소수의 다양성을 추구하고 선택의 깊이와 품격을 더하고자 합니다",,"[('좋', 3), ('증류', 3), ('소주', 3), ('다양', 2), ('재료', 1), ('증류수', 1), ('여주', 1), ('숙성', 1), ('소수', 1), ('다양성', 1)]"
143,143,매화수,"‘저온 냉동 여과공법’을 사용해 부드럽고 깨끗한 맛!
매실의 풍미와 달콤함을 부담없이 즐길 수 있는 12도의 도수와 매화꽃을
매력적이고 트렌디하게 표현한 디자인으로 언제 어디서든 부담없이 달콤하게 즐길 수 있습니다.

매화수의 달콤한 매실이야기
매실이 가진 각종 비타민은 혈액순환과 탱탱한 피부를 만들어줍니다.
또한 해독기능의 피루부산 성분으로 간을 생각하고, 알칼리성 매실은
약알칼리성으로 체질 개선효과가 있습니다.
매실의 구연산, 사과산 등 유기산이 포함된 청매는 피로를 말끔하게 풀어줍니다.
고품질 청매실로 숙성, 냉동 여과
매화수는 고품질 청매실로 숙성한 매실원액을 저온 냉동 여과시켜 만든
제품으로 맛이 깔끔하고 부드럽습니다.
은은한 매실향을 음미할 수 있으며, 음용시 부담이 없어 술이 약한 여성이나
저도주를 선호하는 남성에게도 잘 어울립니다.",,"[('달콤', 3), ('청매', 3), ('여과', 2), ('부드럽', 2), ('매화수', 2), ('품질', 2), ('숙성', 2), ('공법', 1), ('깨끗', 1), ('도의', 1), ('트렌디', 1), ('디자인', 1), ('비타민', 1), ('혈액', 1), ('순환', 1), ('해독', 1), ('부산', 1), ('알칼리', 1), ('연산', 1), ('유기산', 1), ('말끔', 1), ('한', 1), ('깔끔', 1), ('은은', 1), ('없', 1), ('약하', 1), ('저도', 1)]"
144,144,15년 숙성 매취순,‘매취순’은 국내 최대 매실농원인 전남 해남 ‘보해매실농원’에서 직접 수확한 국산 청매실로만 담근 프리미엄 매실주 입니다. 남도의 해풍을 맞고 알차게 자란 매실만을 사용해 아름다운 황금빛에 풍부하고 진한 향을 자랑합니다. 매취순은 5년이라는 숙성의 시간을 거쳐 탄생합니다. 또한 더욱 깊은 맛을 원하는 소비자를 위해 10년·12년·15년 숙성 매취순을 선보이고 있습니다.,,"[('숙성', 2), ('전남', 1), ('해남', 1), ('보해', 1), ('청매', 1), ('실', 1), ('로만', 1), ('프리미엄', 1), ('매실주', 1), ('알차', 1), ('자란', 1), ('아름답', 1), ('풍부', 1), ('진한', 1), ('깊', 1), ('10년', 1), ('12년', 1), ('15년', 1)]"
145,145,대윤 가야곡 왕주," '대윤가야곡주조'는 오랜 전통의 '가야곡왕주'가 '대윤가야곡주조'로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품이다. 엄선된 우리 쌀과 충남 논산의 깨끗한 물로 정성껏 빚었다. 야생 국화, 구기자로 정성껏 빚어낸 약주에 물엿과 사과 엑기스로 풍미를 더했습니다. 현대인의 식생활 패턴을 반영하여 아스파탐과 같은 인공감미료를 전혀 사용하지 않고 물엿과 사과 엑기스를 사용하여 타사 제품 대비 낮은 당도와 깔끔한 맛은 물론 숙취까지 적은 고급 약주이다.

1. 궁중술 '왕주'의 영광을 다시 한번 재현하다.
예로부터 충남 논산의 가야곡면은 오염되지 않은 깨끗한 공기와 물이 있는 곳으로 조선시대 왕후가문에 진상하기도 했던 전통있는 명품주인 왕주가 유명한 곳이다. 청정지역 가야곡의 지하 150m 천연 암반수와 국내산쌀을 사용하여 마실 수록 깜끔함을 느낄 수 있다. 엄선된 재료와 정성으로 빚어 감칠맛과 은은한 향취가 술에서 배어난다. 

2. 역사와 전통이 있는 가야곡왕주에서 선보인 약주
'대윤가야곡주조'의 전신인 '가야곡왕주'는 조선시대 왕실에 진상하였던 명술을 제조하는 오래 전통과 역사를 지니고 있는 술도가이다. 가야곡왕주는 고유의 전통으로 인정받아 유네스코 세계문화유산으로 등록됐으며, 국가지정 무형문화재 제57 종묘대제에 제주로 지정되어 매년 제례의식에 사용하고 있기도 하다. 그런 술빚기에 정통한 역량으로 새롭게 선보인 약주 '예화'는 예를 다해 꽃을 피운다는 의미를 담고 있는 브랜드명처럼 '가야곡왕주'의 옛 영광을 다시금 재현한다는 의미를 담고 있다.

대윤가야곡왕주 맛과 어울리는 음식

맑은 담황색의 술이다. 푹 익은 곡물에서 나오는 조청향이 있다. 단맛과 신맛의 조화가 잘 갖춰져 있고 술맛이 튀지 않는다. 목넘김이 깔끔하고 알코올에 의한 맛이 식도를 자극시킨다. 술을 마시고 난 후에 술의 쓴맛이 기분 좋게 입 안을 자극시킨다. 쭈꾸미 볶음과 잘 어울린다.   ",,[]
146,146,가야의 魂,"    가야 양조장의 대표 막걸리

     인공 감미료, 첨가물을 넣지 않고 가야양조장의 발효, 숙성기술로 혼신을 다해 빚어 맛이 진하고 부드러우며

     천연 과일향이 나는 ​프리미엄 막걸리 입니다.",,"[('가야', 2), ('막걸리', 2), ('인공', 1), ('감미료', 1), ('양조', 1), ('장의', 1), ('발효', 1), ('숙성', 1), ('기술', 1), ('진하', 1), ('부드럽', 1), ('프리미엄', 1)]"
147,147,님그리다,"    가야 양조장의 기다림과 정성

     발효,, 오랜 숙성과정(평균 66일)을 거친 후  저온에서 다시 2차 숙성을 하여

기다림의 미학으로 탄생한 풍부한 맛과 향

     어머니께서 전해주신 농담금법으로 정성을 다해 더 싶고 걸죽하게 빚었습니다.",,"[('숙성', 2), ('가야', 1), ('발효', 1), ('과정', 1), ('평균', 1), ('온', 1), ('미학', 1), ('풍부', 1), ('해주시', 1), ('농담', 1)]"
